token	token_ids	count	POS
maurice	7994	3	['PROPN']
mausoleum	19049	3	['PROPN']
max	4098	3	['PROPN']
maximilian	18838	1	['PROPN']
maximum	4555	33	['ADJ']
maximus	21692	2	['PROPN']
may	2089	204	['AUX']
maya	9815	1	['PROPN']
mayer	14687	1	['PROPN']
mayo	14415	1	['PROPN']
mayor	3664	13	['PROPN', 'NOUN']
mayoral	23578	1	['ADJ']
mayors	21941	2	['NOUN', 'PROPN']
mb	16914	4	['ADV', 'NOUN']
mc	11338	1	['PROPN']
mccann	28641	5	['PROPN']
mccarthy	12584	7	['PROPN']
mcdowell	25005	1	['PROPN']
mcintosh	29052	2	['PROPN']
mcintyre	24564	1	['PROPN']
mckenzie	18506	2	['PROPN']
mcmahon	17741	19	['PROPN']
me	2033	40	['PRON']
meadows	13524	1	['VERB']
meal	7954	2	['NOUN']
mean	2812	13	['VERB']
meaning	3574	8	['VERB']
meaningful	15902	3	['ADJ']
meaningless	25120	1	['ADJ']
means	2965	14	['VERB']
meant	3214	23	['VERB']
meantime	12507	2	['NOUN']
meanwhile	5564	15	['ADV']
measure	5468	5	['NOUN']
measured	7594	1	['VERB']
measurement	10903	1	['NOUN']
measurements	11702	2	['NOUN']
measures	5761	26	['NOUN']
measuring	9854	2	['VERB']
mecca	21340	2	['PROPN']
mechanic	15893	2	['PROPN']
mechanical	6228	4	['ADJ']
mechanics	9760	2	['NOUN']
mechanism	7337	3	['NOUN']
medal	3101	4	['PROPN', 'NOUN']
medalist	12968	1	['NOUN']
media	2865	6	['NOUN']
mediated	19872	1	['VERB']
medical	2966	25	['ADJ']
medication	14667	1	['NOUN']
medicinal	20632	1	['ADJ']
medicine	4200	3	['NOUN']
medieval	5781	4	['ADJ']
mediterranean	7095	13	['PROPN']
medium	5396	10	['PROPN']
meet	3113	10	['VERB']
meeting	3116	25	['NOUN']
meetings	6295	5	['NOUN']
meets	6010	8	['VERB']
mega	13164	2	['PROPN']
megan	12756	2	['PROPN']
mei	19734	1	['PROPN']
meiji	23214	1	['PROPN']
mein	24182	2	['PROPN']
mel	11463	1	['PROPN']
melancholy	22247	1	['ADJ']
melbourne	4940	4	['PROPN']
melee	27868	1	['NOUN']
melinda	23721	2	['PROPN']
melodic	17187	5	['ADJ']
melody	8531	6	['NOUN']
melt	14899	2	['VERB']
melted	12501	2	['VERB']
melting	13721	1	['VERB']
member	2266	36	['NOUN']
members	2372	64	['NOUN']
membership	5779	3	['NOUN']
membrane	10804	2	['NOUN']
membranes	24972	3	['NOUN']
memoir	12558	1	['NOUN']
memoirs	13251	1	['NOUN']
memorable	13432	1	['ADJ']
memorandum	20336	2	['NOUN']
memorial	3986	42	['NOUN']
memorials	22899	19	['NOUN']
memories	5758	4	['NOUN']
memory	3638	8	['NOUN']
men	2273	86	['NOUN']
menace	19854	2	['NOUN']
menacing	24060	2	['ADJ']
mendes	27916	106	['PROPN', 'NOUN']
mental	5177	3	['ADJ']
mentally	10597	1	['ADV']
mention	5254	4	['VERB']
mentioned	3855	11	['VERB']
mentioning	18625	3	['VERB']
mentions	9704	6	['VERB']
mentor	10779	1	['NOUN']
mercenaries	19331	3	['PROPN', 'NOUN']
merchandise	16359	1	['NOUN']
merchant	6432	5	['NOUN']
merchants	10310	3	['NOUN']
mercury	8714	4	['PROPN']
mercy	8673	5	['PROPN', 'NOUN']
mere	8210	4	['ADJ']
meredith	10635	1	['PROPN']
merely	6414	6	['ADV']
merge	13590	3	['VERB']
merged	5314	1	['VERB']
merging	16468	1	['VERB']
mermaid	22322	1	['PROPN']
merrill	16239	1	['PROPN']
mesa	15797	5	['PROPN']
mesopotamia	25889	2	['PROPN']
message	4471	4	['NOUN']
messages	7696	2	['NOUN']
messiah	22112	2	['PROPN']
messy	18307	1	['ADJ']
met	2777	31	['VERB']
metacritic	14476	1	['PROPN']
metal	3384	17	['NOUN']
metaphor	19240	2	['NOUN']
metaphysical	29081	1	['ADJ']
meteor	23879	1	['PROPN']
meteorological	20557	14	['PROPN']
meter	8316	2	['NOUN']
meters	5563	9	['NOUN']
method	4118	16	['NOUN', 'PROPN']
methodist	8938	2	['PROPN']
methodology	16134	1	['NOUN']
methods	4725	3	['NOUN']
methyl	25003	1	['PROPN']
metre	7924	9	['NOUN']
metres	3620	103	['NOUN']
metric	12046	2	['ADJ', 'NOUN']
metro	6005	13	['PROPN']
metropolis	18236	1	['NOUN']
metropolitan	4956	10	['PROPN']
mets	15253	3	['PROPN']
mexican	4916	8	['PROPN']
mexico	3290	43	['PROPN']
mi	2771	62	['NOUN', 'NUM']
miami	5631	3	['PROPN']
michael	2745	10	['PROPN']
michel	8709	1	['PROPN']
michigan	4174	29	['PROPN']
mickey	11021	1	['PROPN']
mid	3054	46	['ADJ', 'PROPN']
midday	22878	1	['PROPN']
middle	2690	37	['PROPN']
middlesbrough	21655	1	['PROPN']
middlesex	13654	2	['PROPN']
midfielder	8850	1	['NOUN']
midnight	7090	9	['NOUN']
midst	12930	1	['NOUN']
midway	12213	7	['PROPN', 'NOUN']
midwest	13608	2	['PROPN']
might	2453	18	['AUX']
migrants	16836	1	['NOUN']
migrated	13447	1	['VERB']
migrating	28636	1	['NOUN']
migration	9230	2	['NOUN']
miguel	8374	8	['PROPN']
mike	3505	4	['PROPN']
mikhail	11318	3	['PROPN']
mild	10256	1	['ADJ']
mildly	19499	3	['ADV']
mile	3542	8	['NOUN']
miles	2661	73	['NOUN']
militants	17671	3	['NOUN']
military	2510	75	['ADJ']
militia	8396	3	['NOUN']
militias	29271	1	['NOUN']
milk	6501	2	['PROPN', 'NOUN']
mill	4971	2	['NOUN']
millennium	10144	3	['NOUN']
miller	4679	6	['PROPN']
millimetres	13388	4	['NOUN']
million	2454	124	['NUM']
millionaire	19965	1	['NOUN']
millions	8817	2	['NOUN']
mills	6341	5	['PROPN']
milton	9660	2	['PROPN']
milwaukee	9184	2	['PROPN']
mimic	23150	1	['VERB']
min	8117	2	['PROPN']
mind	2568	9	['NOUN']
mindanao	23669	2	['PROPN']
minded	13128	2	['VERB']
minds	9273	1	['NOUN']
mine	3067	13	['NOUN']
mined	21846	6	['VERB', 'ADJ']
minerals	13246	2	['NOUN']
mines	7134	7	['NOUN']
ming	11861	2	['PROPN']
mini	7163	2	['NOUN']
miniature	12973	2	['NOUN', 'ADJ']
minimal	10124	9	['ADJ']
minimize	18478	1	['VERB']
minimum	6263	10	['ADJ']
mining	5471	1	['NOUN']
minions	28071	1	['NOUN']
minister	2704	7	['PROPN']
ministry	3757	6	['PROPN']
minneapolis	11334	1	['PROPN']
minnesota	5135	16	['PROPN']
minor	3576	24	['PROPN']
minority	7162	3	['NOUN']
minute	3371	36	['NOUN']
minutes	2781	20	['NOUN']
mir	14719	11	['PROPN']
miracle	9727	2	['NOUN']
mirage	21483	1	['NOUN']
miriam	16925	1	['PROPN']
mirror	5259	5	['NOUN']
mirrors	13536	2	['VERB', 'NOUN']
miscellaneous	25408	3	['ADJ']
mischievous	25723	1	['ADJ']
misconduct	23337	1	['NOUN']
misleading	22369	1	['ADJ']
miss	3335	1	['PROPN']
missed	4771	8	['VERB']
misses	22182	3	['NOUN']
missile	7421	1	['NOUN']
missing	4394	13	['NOUN', 'PROPN', 'VERB']
mission	3260	22	['NOUN']
missionaries	11743	2	['NOUN']
missions	6416	7	['NOUN']
mississippi	5900	3	['PROPN']
missouri	5284	2	['PROPN']
mistake	6707	1	['NOUN']
mistaken	13534	1	['VERB']
mistakenly	20706	2	['ADV']
mistakes	12051	2	['NOUN']
mistress	10414	1	['NOUN']
misunderstanding	24216	1	['NOUN']
mitch	11857	1	['PROPN']
mitsubishi	19695	1	['PROPN']
mix	4666	5	['NOUN']
mixed	3816	13	['ADJ']
mixing	6809	1	['NOUN']
mixture	8150	11	['NOUN']
mk	12395	10	['PROPN']
mlb	10901	16	['PROPN']
mm	3461	68	['NOUN']
mma	21021	11	['PROPN']
mob	11240	1	['NOUN']
mobile	4684	5	['ADJ']
mobilized	27526	3	['VERB']
mocked	24195	1	['VERB']
mode	5549	2	['NOUN']
model	2944	4	['NOUN']
modeled	14440	3	['VERB']
modelled	23364	3	['VERB']
models	4275	7	['NOUN']
moderate	8777	9	['ADJ']
modern	2715	72	['ADJ']
modernism	27254	2	['PROPN', 'NOUN']
modernist	19770	4	['ADJ']
modernization	20181	5	['NOUN']
modernized	27140	4	['VERB']
modes	11583	1	['NOUN']
modest	10754	3	['ADJ']
modification	14080	1	['NOUN']
modified	6310	8	['VERB']
modifying	29226	1	['VERB']
moffat	28528	12	['PROPN']
mohammad	12050	1	['PROPN']
mole	16709	1	['PROPN']
molecular	8382	3	['ADJ']
molecule	13922	1	['NOUN']
molly	9618	1	['PROPN']
molten	23548	1	['ADJ']
mom	3566	1	['NOUN']
moment	2617	9	['NOUN']
moments	5312	5	['NOUN']
momentum	11071	1	['NOUN']
mona	13813	1	['PROPN']
monaco	14497	1	['PROPN']
monarch	11590	1	['PROPN']
monarchy	12078	1	['NOUN']
monasteries	15947	1	['NOUN']
monastery	6408	2	['NOUN']
monastic	17361	1	['ADJ']
monday	6928	1	['PROPN']
monetary	12194	1	['ADJ']
money	2769	13	['NOUN', 'PROPN']
monica	9018	1	['PROPN']
moniker	21937	2	['NOUN']
monitor	8080	16	['NOUN']
monitored	17785	12	['VERB']
monitoring	8822	3	['VERB']
monitors	15410	14	['NOUN']
monk	8284	6	['NOUN']
monkey	10608	1	['PROPN']
monroe	9747	2	['PROPN']
monsoon	19183	17	['NOUN']
monster	6071	2	['NOUN', 'PROPN']
monsters	9219	1	['NOUN']
month	3204	40	['NOUN', 'PROPN']
monthly	7058	2	['PROPN']
months	2706	36	['NOUN']
montreal	5548	1	['PROPN']
monument	6104	68	['NOUN']
monumental	15447	9	['ADJ']
monuments	10490	17	['NOUN']
mood	6888	5	['NOUN']
moon	4231	13	['PROPN']
moore	5405	3	['PROPN']
moral	7191	8	['ADJ']
morales	17103	2	['PROPN']
morality	16561	2	['NOUN']
more	2062	283	['ADJ']
moreno	17921	9	['PROPN']
moreover	9308	1	['ADV']
morgan	5253	3	['PROPN']
morning	2851	37	['NOUN']
morocco	9835	6	['PROPN']
morphology	19476	1	['NOUN']
morris	6384	2	['PROPN']
mortality	13356	1	['NOUN']
mortally	26495	1	['ADV']
mortals	23844	1	['NOUN']
mortar	14335	14	['NOUN']
moscow	4924	7	['PROPN']
mosque	8806	3	['NOUN']
most	2087	262	['ADV']
mostly	3262	21	['ADV']
mother	2388	26	['NOUN']
mothers	10756	1	['NOUN']
motif	16226	7	['NOUN']
motifs	17366	6	['NOUN']
motion	4367	9	['NOUN']
motions	15323	1	['NOUN']
motivated	12774	1	['VERB']
motivation	14354	1	['NOUN']
motive	15793	1	['NOUN']
motor	5013	3	['PROPN', 'NOUN']
motorcycle	9055	2	['NOUN']
motorcycles	18580	1	['NOUN']
motorized	26172	1	['ADJ']
motown	22654	1	['PROPN']
motto	12652	1	['NOUN']
mound	12048	4	['NOUN']
mounds	19503	1	['NOUN']
mount	4057	2	['VERB', 'NOUN']
mountain	3137	36	['PROPN']
mountains	4020	15	['NOUN']
mounted	5614	13	['VERB']
mounting	15986	3	['VERB']
mounts	19363	11	['NOUN']
mourning	16236	1	['NOUN']
mouse	8000	1	['PROPN']
mouth	2677	30	['NOUN']
mouths	15076	2	['NOUN']
move	2693	30	['VERB']
moved	2333	94	['VERB']
movement	2929	36	['NOUN']
movements	5750	4	['NOUN']
moves	5829	5	['NOUN', 'AUX', 'VERB']
movie	3185	14	['NOUN']
movies	5691	5	['PROPN']
moving	3048	28	['VERB']
mp	6131	4	['PROPN']
mp3	23378	1	['NOUN']
mph	5601	87	['NOUN']
mri	27011	1	['PROPN']
mt	11047	1	['PROPN']
mtv	8692	10	['PROPN']
much	2172	89	['ADJ']
mud	8494	2	['NOUN']
mueller	26774	1	['PROPN']
multi	4800	3	['PROPN']
multiple	3674	17	['ADJ']
multiplied	28608	1	['VERB']
multitude	20889	2	['NOUN']
mumbai	8955	1	['PROPN']
mundane	24684	1	['ADJ']
munich	7469	1	['PROPN']
municipal	4546	4	['ADJ']
municipalities	7602	3	['NOUN']
municipality	3250	3	['NOUN']
munitions	21061	2	['NOUN']
murals	19016	2	['NOUN']
murder	4028	11	['NOUN', 'PROPN', 'VERB']
murdered	7129	1	['VERB']
murderer	13422	1	['NOUN']
murdering	21054	4	['VERB']
murray	6264	5	['PROPN']
muscle	6740	3	['PROPN']
muscles	6650	3	['NOUN']
museo	19713	25	['PROPN']
museum	2688	45	['PROPN']
museums	9941	4	['NOUN']
mushrooms	23827	2	['NOUN']
music	2189	87	['NOUN']
musical	3315	9	['ADJ']
musically	21385	1	['ADV']
musicals	20103	1	['NOUN']
musician	5455	1	['NOUN']
musicians	5389	1	['NOUN']
muslim	5152	2	['ADJ']
must	2442	12	['AUX']
mutation	16221	1	['NOUN']
mutiny	19306	2	['NOUN']
muttering	22581	1	['VERB']
mutual	8203	1	['PROPN']
muzzle	17750	15	['NOUN']
mvp	12041	4	['PROPN']
my	2026	26	['PRON']
myanmar	12620	1	['PROPN']
myriad	25028	1	['NOUN']
myself	2870	2	['PRON']
mysteries	15572	2	['NOUN']
mysterious	8075	1	['ADJ']
mysteriously	29239	1	['ADV']
mystery	6547	10	['NOUN']
mystical	17529	2	['ADJ']
mythical	19336	1	['ADJ']
mythology	11327	1	['NOUN']
n	1050	17	['PROPN']
na	6583	3	['PART']
nacional	10718	5	['PROPN']
nails	10063	3	['NOUN']
nairobi	21124	1	['PROPN']
nakamura	23981	1	['PROPN']
naked	6248	2	['ADJ']
nam	15125	5	['PROPN']
name	2171	72	['NOUN', 'VERB']
named	2315	87	['VERB']
namely	8419	8	['ADV']
names	3415	35	['NOUN']
namesake	17283	1	['NOUN']
namibia	15408	1	['PROPN']
naming	10324	7	['NOUN', 'VERB']
nancy	7912	2	['PROPN']
naomi	12806	2	['PROPN']
nap	18996	1	['PROPN']
napoleon	8891	22	['PROPN']
napoleonic	18813	5	['PROPN']
narrated	17356	3	['VERB']
narration	21283	1	['NOUN']
narrative	7984	4	['NOUN']
narrator	11185	3	['NOUN']
narrow	4867	14	['ADJ']
narrowing	21978	1	['VERB']
narrowly	11866	5	['ADV']
nasa	9274	2	['PROPN']
nasal	19077	1	['ADJ']
nash	10594	1	['PROPN']
nashville	8423	1	['PROPN']
nassau	14646	2	['PROPN']
natalie	10829	1	['PROPN']
nathan	7150	1	['PROPN']
nation	3842	4	['NOUN']
national	2120	139	['PROPN']
nationale	17360	1	['NOUN']
nationalism	14594	3	['NOUN']
nationalist	8986	12	['ADJ']
nationalists	17934	10	['NOUN']
nationally	9582	2	['ADV']
nationals	10342	5	['PROPN', 'NOUN']
nations	3741	17	['PROPN']
nationwide	9053	3	['ADV']
native	3128	5	['ADJ']
nato	10079	1	['PROPN']
natural	3019	21	['ADJ']
nature	3267	14	['NOUN']
nautical	11339	7	['ADJ']
naval	3987	68	['ADJ']
navigation	9163	1	['NOUN']
navigator	20532	1	['PROPN']
navy	3212	100	['PROPN']
nazi	6394	9	['PROPN']
nba	6452	7	['PROPN']
ncaa	5803	19	['PROPN']
neal	11030	1	['PROPN']
near	2379	102	['ADP']
nearby	3518	16	['ADJ']
neared	20832	1	['VERB']
nearest	7205	3	['ADJ']
nearly	3053	24	['ADV']
nebraska	8506	1	['PROPN']
necessarily	9352	2	['ADV']
necessary	4072	22	['ADJ']
necessitated	29611	3	['VERB']
necessity	13185	1	['NOUN']
neck	3300	10	['NOUN']
necklace	13016	2	['NOUN']
need	2342	20	['NOUN', 'VERB']
needed	2734	27	['VERB']
needing	11303	1	['VERB']
needle	12201	2	['NOUN']
needs	3791	4	['NOUN']
needy	23927	2	['ADJ']
negative	4997	5	['ADJ']
neglect	19046	1	['NOUN']
neglected	15486	3	['VERB']
negotiate	13676	3	['VERB']
negotiated	13630	6	['VERB']
negotiating	18875	1	['VERB']
negotiations	7776	5	['NOUN']
neighborhood	5101	6	['NOUN']
neighboring	8581	1	['ADJ']
neighbors	10638	4	['NOUN']
neighbourhoods	27535	1	['NOUN']
neil	6606	2	['PROPN']
neither	4445	16	['PRON', 'CCONJ']
nelson	5912	1	['PROPN']
nemesis	21363	1	['PROPN']
neo	9253	6	['PROPN']
neoclassical	22657	1	['ADJ']
nepal	8222	1	['PROPN']
nephew	7833	5	['NOUN']
nero	19212	272	['PROPN']
nerve	9113	1	['NOUN']
nervous	6091	3	['ADJ']
nests	17415	1	['NOUN']
net	5658	5	['ADJ']
netherlands	4549	8	['PROPN']
nets	16996	1	['NOUN']
network	2897	14	['NOUN']
neural	15756	3	['ADJ']
neutral	8699	2	['ADJ']
neutrality	21083	2	['NOUN']
neutron	20393	1	['NOUN']
nevada	7756	2	['PROPN']
never	2196	43	['ADV']
nevertheless	6600	14	['ADV']
new	2047	276	['PROPN']
newcomer	16866	2	['PROPN', 'NOUN']
newest	14751	1	['ADJ']
newfoundland	11944	1	['PROPN']
newly	4397	13	['ADV']
newman	10625	22	['PROPN']
newport	9464	4	['PROPN']
news	2739	28	['NOUN']
newsletter	17178	3	['PROPN']
newspaper	3780	5	['NOUN']
newspapers	6399	2	['NOUN']
next	2279	95	['ADJ']
nfl	5088	13	['PROPN']
ng	12835	6	['PROPN']
ni	9152	17	['PROPN']
niagara	15473	7	['PROPN']
niall	21889	1	['PROPN']
nicaragua	15448	3	['PROPN']
nicely	19957	1	['ADV']
niche	18111	3	['NOUN']
nicholas	6141	4	['PROPN']
nichols	15746	1	['PROPN']
nick	4172	3	['PROPN']
nickel	15519	2	['NOUN', 'PROPN']
nickname	8367	2	['NOUN']
nicknamed	9919	3	['VERB']
nicolas	9473	3	['PROPN']
nicole	9851	2	['PROPN']
niece	12286	1	['NOUN']
niger	16842	2	['PROPN']
nigeria	7387	3	['PROPN']
night	2305	69	['NOUN']
nightfall	28018	1	['NOUN']
nightly	22390	1	['ADV']
nightmare	10103	2	['PROPN', 'NOUN']
nights	6385	1	['NOUN']
nile	15179	2	['PROPN']
nine	3157	30	['NUM']
nineteen	11977	3	['NUM']
nineteenth	9137	5	['ADJ']
nintendo	10022	8	['PROPN']
ninth	6619	7	['PROPN', 'ADJ']
nipple	14298	1	['PROPN']
nitrogen	14114	13	['NOUN']
nk	25930	32	['PROPN']
nl	17953	16	['PROPN']
no	2053	156	['DET']
nobel	10501	3	['PROPN']
nobility	11760	4	['NOUN']
noble	7015	1	['NOUN']
nobody	6343	2	['PRON']
noel	10716	2	['PROPN']
noir	15587	2	['NOUN', 'PROPN']
noises	14950	1	['NOUN']
nokia	22098	1	['PROPN']
nolan	13401	1	['PROPN']
nominal	15087	1	['ADJ']
nominated	4222	22	['VERB']
nomination	6488	4	['NOUN']
nominations	9930	7	['NOUN']
nominee	9773	2	['NOUN']
non	2512	31	['PROPN']
none	3904	8	['NOUN']
nonetheless	9690	9	['ADV']
nonstop	25493	1	['PROPN']
noon	11501	1	['NOUN']
nor	4496	14	['CCONJ']
norfolk	7735	2	['PROPN']
normal	3671	8	['ADJ']
normally	5373	6	['ADV']
norman	5879	3	['PROPN']
normandy	13298	6	['PROPN']
norte	19931	1	['PROPN']
north	2167	258	['PROPN', 'ADJ', 'ADV']
northeast	4794	46	['ADV', 'ADJ']
northeastern	8763	4	['ADJ']
northern	2642	52	['ADJ']
northward	17192	11	['ADV']
northwards	27592	3	['NOUN']
northwest	4514	36	['ADJ', 'NOUN']
northwestern	7855	1	['PROPN']
norton	10770	2	['PROPN']
norway	5120	3	['PROPN']
norwegian	5046	1	['ADJ']
norwich	12634	1	['PROPN']
norwood	22804	2	['PROPN']
nose	4451	14	['NOUN']
noses	27518	2	['NOUN']
nostalgia	26968	1	['NOUN']
nostrils	15325	2	['NOUN']
not	2025	456	['PART']
notable	3862	9	['ADJ']
notably	5546	9	['ADV']
notation	14869	1	['NOUN']
notch	18624	3	['NOUN']
note	3602	18	['NOUN', 'VERB']
noted	3264	24	['VERB']
notes	3964	15	['VERB']
nothin	24218	1	['NOUN']
nothing	2498	9	['PRON']
notice	5060	4	['NOUN']
noticeably	25327	2	['ADV']
noticed	4384	1	['VERB']
notices	14444	3	['VERB']
notified	19488	3	['VERB']
noting	9073	9	['VERB']
notion	9366	3	['NOUN']
notions	21951	2	['NOUN']
notoriety	23215	1	['NOUN']
notorious	12536	2	['PROPN', 'ADJ']
notre	10289	3	['PROPN']
nottingham	11331	1	['PROPN']
novel	3117	5	['NOUN']
novelist	9974	1	['NOUN']
novella	20674	2	['NOUN']
novelty	21160	1	['NOUN']
november	2281	109	['PROPN']
novice	23131	1	['NOUN']
now	2085	89	['ADV']
nowhere	7880	3	['ADV']
nr	17212	1	['PROPN']
nt	23961	2	['PROPN']
nuclear	4517	1	['ADJ']
nucleus	13502	1	['NOUN']
nude	15287	3	['ADJ']
nuevo	22250	1	['PROPN']
number	2193	180	['NOUN']
numbered	8597	8	['VERB']
numbers	3616	20	['NOUN']
numerical	15973	1	['ADJ']
numerous	3365	19	['ADJ']
nurse	6821	3	['NOUN']
nurses	11500	1	['NOUN']
nutrition	14266	1	['PROPN']
nutritional	28268	1	['ADJ']
ny	6396	130	['PROPN']
o	1051	4	['NOUN', 'PROPN']
obama	8112	2	['PROPN']
obey	15470	1	['VERB']
object	4874	4	['NOUN']
objected	15959	2	['VERB']
objections	17304	2	['NOUN']
objective	7863	10	['ADJ', 'NOUN']
objectives	11100	1	['NOUN']
objects	5200	3	['NOUN']
obligations	14422	2	['NOUN']
obliged	14723	3	['VERB']
obscene	27744	1	['ADJ']
obscure	14485	3	['ADJ']
obscured	23649	3	['VERB']
observation	8089	8	['NOUN']
observations	9420	3	['NOUN']
observatory	9970	2	['PROPN', 'NOUN']
observe	11949	3	['VERB']
observed	5159	11	['VERB']
observer	9718	6	['PROPN']
observers	14009	2	['NOUN']
observing	14158	3	['VERB']
obsessed	15896	1	['VERB']
obsession	17418	1	['NOUN']
obsidian	29042	1	['PROPN']
obsolete	15832	9	['ADJ']
obstacle	18355	1	['NOUN']
obstacles	15314	3	['NOUN']
obtain	6855	5	['VERB']
obtained	4663	10	['VERB']
obvious	5793	8	['ADJ']
obviously	5525	1	['ADV']
occasion	6686	4	['NOUN']
occasional	8138	6	['ADJ']
occasionally	5681	4	['ADV']
occasions	6642	6	['NOUN']
occupants	18837	2	['NOUN']
occupation	6139	6	['NOUN']
occupied	4548	12	['VERB']
occupies	14133	2	['NOUN', 'VERB']
occupy	11494	3	['VERB']
occupying	13992	6	['VERB']
occur	5258	3	['VERB']
occurred	4158	17	['VERB']
occurrence	14404	1	['NOUN']
occurring	10066	4	['VERB']
occurs	5158	5	['VERB']
ocean	4153	22	['PROPN']
oceania	20526	2	['PROPN']
oceanic	18955	1	['PROPN']
oceans	17401	1	['PROPN']
octagonal	22340	1	['ADJ']
october	2255	126	['PROPN']
odd	5976	2	['ADJ']
odds	10238	3	['NOUN']
odessa	19693	1	['PROPN']
of	1997	6750	['ADP']
off	2125	119	['ADP']
offence	15226	1	['NOUN']
offences	18421	1	['NOUN']
offense	10048	4	['NOUN']
offensive	5805	18	['ADJ', 'NOUN']
offer	3749	9	['VERB']
offered	3253	23	['VERB']
offering	5378	5	['VERB']
offers	4107	8	['VERB']
office	2436	61	['NOUN']
officer	2961	20	['NOUN']
officers	3738	22	['NOUN']
offices	4822	15	['NOUN']
official	2880	42	['ADJ']
officially	3985	13	['ADV']
officials	4584	12	['NOUN']
offs	12446	1	['NOUN']
offset	16396	3	['VERB']
offshore	12195	5	['ADV']
offspring	13195	1	['NOUN']
often	2411	52	['ADV']
oh	2821	1	['INTJ']
ohio	4058	5	['PROPN']
oil	3514	42	['NOUN']
oils	20631	1	['PROPN']
okinawa	15052	8	['PROPN']
old	2214	59	['ADJ']
older	3080	15	['ADJ']
oldest	4587	20	['ADJ']
oldham	18285	3	['PROPN']
oliver	6291	4	['PROPN']
olson	21583	3	['PROPN']
olympia	17096	5	['PROPN']
olympian	25977	1	['PROPN']
olympic	4386	4	['PROPN', 'ADJ']
olympics	3783	16	['PROPN']
om	18168	1	['PROPN']
oman	16640	9	['PROPN']
omega	14827	1	['NOUN']
ominous	23504	1	['ADJ']
omitted	16647	1	['VERB']
on	2006	1900	['ADP']
once	2320	56	['ADV']
one	2028	424	['NUM']
ones	3924	9	['NOUN']
ongoing	7552	7	['ADJ']
online	3784	8	['ADV']
only	2069	275	['ADV']
onset	14447	1	['NOUN']
ontario	4561	1	['PROPN']
onto	3031	15	['ADP']
onwards	9921	5	['ADV']
op	6728	1	['PROPN']
open	2330	29	['ADJ']
opened	2441	17	['VERB']
opener	16181	4	['NOUN']
opening	3098	23	['NOUN']
openings	16556	4	['NOUN']
openly	10132	5	['ADV']
opens	7480	4	['VERB']
opera	3850	1	['PROPN']
operate	5452	11	['VERB']
operated	3498	24	['VERB']
operates	5748	7	['VERB']
operating	4082	12	['VERB']
operation	3169	88	['PROPN', 'NOUN']
operational	6515	10	['ADJ']
operations	3136	48	['NOUN']
operator	6872	1	['NOUN']
operators	9224	1	['NOUN']
opined	26084	1	['VERB']
opinion	5448	2	['NOUN']
opinions	10740	2	['NOUN']
opponent	7116	5	['NOUN']
opponents	7892	9	['NOUN']
opportunities	6695	1	['NOUN']
opportunity	4495	10	['NOUN']
oppose	15391	2	['VERB']
opposed	4941	8	['VERB']
opposing	10078	9	['VERB']
opposite	4500	6	['ADJ']
opposition	4559	5	['NOUN']
opted	12132	2	['VERB']
optical	9380	2	['ADJ']
optimistic	21931	2	['ADJ']
option	5724	6	['NOUN']
or	2030	350	['CCONJ']
oral	8700	1	['ADJ']
orange	4589	4	['PROPN']
orbit	8753	2	['NOUN']
orbiting	26472	3	['VERB']
orchestra	4032	3	['VERB', 'NOUN', 'PROPN']
orchid	15573	1	['PROPN']
ordained	9492	5	['VERB']
ordeal	23304	4	['NOUN']
order	2344	53	['NOUN']
ordered	3641	57	['VERB']
orders	4449	21	['NOUN']
ordinance	16692	1	['PROPN']
ordinary	6623	6	['ADJ']
ordnance	14445	1	['NOUN']
ore	10848	1	['NOUN']
oregon	5392	5	['PROPN']
organ	5812	1	['NOUN']
organic	7554	2	['ADJ']
organisation	5502	11	['NOUN']
organisations	8593	1	['NOUN']
organise	22933	1	['VERB']
organised	7362	11	['VERB']
organism	15923	1	['NOUN']
organisms	11767	1	['NOUN']
organization	3029	21	['NOUN']
organizational	13296	1	['ADJ']
organizations	4411	5	['NOUN']
organize	10939	3	['VERB']
organized	4114	15	['VERB']
organizing	10863	3	['VERB', 'NOUN']
orient	16865	2	['PROPN']
oriental	11481	1	['PROPN']
oriented	8048	4	['VERB']
origin	4761	3	['NOUN']
original	2434	48	['ADJ']
originally	2761	41	['ADV']
originals	23728	1	['NOUN']
originated	7940	4	['VERB']
origins	7321	4	['NOUN']
orleans	5979	1	['PROPN']
ornaments	24005	8	['NOUN']
orphanage	18504	3	['NOUN']
orphans	21478	4	['PROPN']
orthodox	6244	3	['PROPN']
orton	25161	3	['PROPN']
osaka	13000	6	['PROPN']
oscar	7436	1	['PROPN']
ostensibly	23734	1	['ADV']
oswald	17411	3	['PROPN']
other	2060	250	['ADJ']
others	2500	41	['NOUN']
otherwise	4728	4	['ADV']
otis	18899	1	['PROPN']
ottawa	8166	1	['PROPN']
otto	8064	2	['PROPN']
ottoman	6188	1	['PROPN']
ou	15068	1	['PROPN']
ought	11276	2	['AUX']
our	2256	17	['PRON']
ourselves	9731	2	['PRON']
ousted	28368	1	['VERB']
out	2041	234	['ADP']
outbreak	8293	3	['NOUN']
outburst	27719	1	['NOUN']
outcome	9560	6	['NOUN']
outdated	25963	2	['ADJ']
outdoor	7254	1	['ADJ']
outer	6058	3	['ADJ']
outfit	11018	2	['NOUN']
outlet	13307	1	['NOUN']
